"GO.ID";"Term";"Annotated";"Significant";"Expected";"classicFisher";"weighted"
"GO:0016530";"metallochaperone activity";1;1;0,26;"0.25537";"1.00000"
"GO:0016531";"copper chaperone activity";1;1;0,26;"0.25537";"0.25537"
"GO:0016662";"oxidoreductase activity, acting on other...";1;1;0,26;"0.25537";"1.00000"
"GO:0016713";"oxidoreductase activity, acting on paire...";1;1;0,26;"0.25537";"1.00000"
"GO:0016869";"intramolecular transferase activity, tra...";1;1;0,26;"0.25537";"1.00000"
"GO:0018064";"protein-L-histidine N-tele-methyltransfe...";1;1;0,26;"0.25537";"0.25537"
"GO:0018528";"iminodiacetate dehydrogenase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0018685";"alkane 1-monooxygenase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0018720";"phenol kinase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0018738";"S-formylglutathione hydrolase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0019203";"carbohydrate phosphatase activity";1;1;0,26;"0.25537";"1.00000"
"GO:0019914";"cyclin-dependent protein kinase activati...";1;1;0,26;"0.25537";"0.25537"
"GO:0030266";"quinate 3-dehydrogenase (NAD+) activity";1;1;0,26;"0.25537";"0.25537"
"GO:0030791";"arsenite methyltransferase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0030795";"methyl jasmonate methylesterase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0030798";"trans-aconitate 2-methyltransferase acti...";1;1;0,26;"0.25537";"0.25537"
"GO:0032942";"inositol tetrakisphosphate 2-kinase acti...";1;1;0,26;"0.25537";"0.25537"
"GO:0033783";"25-hydroxycholesterol 7alpha-hydroxylase...";1;1;0,26;"0.25537";"0.25537"
"GO:0033800";"isoflavone 7-O-methyltransferase activit...";1;1;0,26;"0.25537";"0.25537"
"GO:0033950";"xyloglucan-specific exo-beta-1,4-glucana...";1;1;0,26;"0.25537";"0.25537"
"GO:0033971";"hydroxyisourate hydrolase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0034318";"alcohol O-acyltransferase activity";1;1;0,26;"0.25537";"1.00000"
"GO:0035671";"enone reductase activity";1;1;0,26;"0.25537";"1.00000"
"GO:0042132";"fructose 1,6-bisphosphate 1-phosphatase ...";1;1;0,26;"0.25537";"0.25537"
"GO:0042286";"glutamate-1-semialdehyde 2,1-aminomutase...";1;1;0,26;"0.25537";"0.25537"
"GO:0042556";"eukaryotic elongation factor-2 kinase re...";1;1;0,26;"0.25537";"1.00000"
"GO:0042557";"eukaryotic elongation factor-2 kinase ac...";1;1;0,26;"0.25537";"0.25537"
"GO:0043539";"protein serine/threonine kinase activato...";1;1;0,26;"0.25537";"1.00000"
"GO:0043743";"LPPG:FO 2-phospho-L-lactate transferase ...";1;1;0,26;"0.25537";"0.25537"
"GO:0043771";"cytidine kinase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0043798";"glycerate 2-kinase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0043841";"(S)-lactate 2-kinase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0043891";"glyceraldehyde-3-phosphate dehydrogenase...";1;1;0,26;"0.25537";"1.00000"
"GO:0045483";"aristolochene synthase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0045551";"cinnamyl-alcohol dehydrogenase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0046421";"methylisocitrate lyase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0046558";"arabinan endo-1,5-alpha-L-arabinosidase ...";1;1;0,26;"0.25537";"0.25537"
"GO:0046559";"alpha-glucuronidase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0046589";"ribonuclease T1 activity";1;1;0,26;"0.25537";"0.25537"
"GO:0047172";"shikimate O-hydroxycinnamoyltransferase ...";1;1;0,26;"0.25537";"0.25537"
"GO:0047498";"calcium-dependent phospholipase A2 activ...";1;1;0,26;"0.25537";"0.25537"
"GO:0047499";"calcium-independent phospholipase A2 act...";1;1;0,26;"0.25537";"0.25537"
"GO:0047617";"acyl-CoA hydrolase activity";1;1;0,26;"0.25537";"1.00000"
"GO:0047632";"agmatine deiminase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0047751";"cholestenone 5-alpha-reductase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0047753";"choline-sulfatase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0047768";"carboxy-cis,cis-muconate cyclase activit...";1;1;0,26;"0.25537";"0.25537"
"GO:0047896";"formaldehyde transketolase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0050032";"L-rhamnonate dehydratase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0050034";"L-rhamnose 1-dehydrogenase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0050046";"delta7-sterol 5(6)-desaturase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0050308";"sugar-phosphatase activity";1;1;0,26;"0.25537";"1.00000"
"GO:0050333";"thiamine triphosphate phosphatase activi...";1;1;0,26;"0.25537";"0.25537"
"GO:0050501";"hyaluronan synthase activity";1;1;0,26;"0.25537";"0.25537"
"GO:0050592";"4-hydroxyphenylacetaldehyde oxime monoox...";1;1;0,26;"0.25537";"0.25537"
"GO:0050734";"hydroxycinnamoyltransferase activity";1;1;0,26;"0.25537";"1.00000"
"GO:0050737";"O-hydroxycinnamoyltransferase activity";1;1;0,26;"0.25537";"1.00000"
"GO:0051748";"UTP-monosaccharide-1-phosphate uridylylt...";1;1;0,26;"0.25537";"1.00000"
"GO:0051765";"inositol tetrakisphosphate kinase activi...";1;1;0,26;"0.25537";"1.00000"
"GO:0070704";"sterol desaturase activity";1;1;0,26;"0.25537";"1.00000"
"GO:0140103";"catalytic activity, acting on a glycopro...";1;1;0,26;"0.25537";"1.00000"
"GO:1904091";"non-ribosomal peptide synthetase activit...";1;1;0,26;"0.25537";"1.00000"
"GO:0016627";"oxidoreductase activity, acting on the C...";68;20;17,36;"0.27020";"1.00000"
"GO:0003847";"1-alkyl-2-acetylglycerophosphocholine es...";4;2;1,02;"0.27076";"0.27076"
"GO:0004112";"cyclic-nucleotide phosphodiesterase acti...";4;2;1,02;"0.27076";"1.00000"
"GO:0004114";"3',5'-cyclic-nucleotide phosphodiesteras...";4;2;1,02;"0.27076";"1.00000"
"GO:0004460";"L-lactate dehydrogenase (cytochrome) act...";4;2;1,02;"0.27076";"0.27076"
"GO:0004650";"polygalacturonase activity";4;2;1,02;"0.27076";"0.27076"
"GO:0004784";"superoxide dismutase activity";4;2;1,02;"0.27076";"0.27076"
"GO:0008199";"ferric iron binding";4;2;1,02;"0.27076";"0.27076"
"GO:0008379";"thioredoxin peroxidase activity";4;2;1,02;"0.27076";"0.27076"
"GO:0008726";"alkanesulfonate monooxygenase activity";4;2;1,02;"0.27076";"0.27076"
"GO:0009975";"cyclase activity";4;2;1,02;"0.27076";"1.00000"
"GO:0016615";"malate dehydrogenase activity";4;2;1,02;"0.27076";"1.00000"
"GO:0016671";"oxidoreductase activity, acting on a sul...";4;2;1,02;"0.27076";"0.44540"
"GO:0016721";"oxidoreductase activity, acting on super...";4;2;1,02;"0.27076";"1.00000"
"GO:0016749";"N-succinyltransferase activity";4;2;1,02;"0.27076";"0.58693"
"GO:0019206";"nucleoside kinase activity";4;2;1,02;"0.27076";"1.00000"
"GO:0019806";"bromide peroxidase activity";4;2;1,02;"0.27076";"0.27076"
"GO:0043738";"reduced coenzyme F420 dehydrogenase acti...";4;2;1,02;"0.27076";"0.27076"
"GO:0043826";"sulfur oxygenase reductase activity";4;2;1,02;"0.27076";"0.27076"
"GO:0043883";"malolactic enzyme activity";4;2;1,02;"0.27076";"0.27076"
"GO:0140824";"thioredoxin-dependent peroxiredoxin acti...";4;2;1,02;"0.27076";"1.00000"
"GO:0004316";"3-oxoacyl-[acyl-carrier-protein] reducta...";14;5;3,58;"0.27416";"0.27416"
"GO:0004806";"triglyceride lipase activity";14;5;3,58;"0.27416";"0.27416"
"GO:0008186";"ATP-dependent activity, acting on RNA";21;7;5,36;"0.27527";"0.27527"
"GO:0016884";"carbon-nitrogen ligase activity, with gl...";25;8;6,38;"0.29469";"0.60548"
"GO:0008757";"S-adenosylmethionine-dependent methyltra...";69;20;17,62;"0.29508";"1.00000"
"GO:0004364";"glutathione transferase activity";18;6;4,6;"0.30097";"0.30097"
"GO:0008169";"C-methyltransferase activity";18;6;4,6;"0.30097";"1.00000"
"GO:0008843";"endochitinase activity";18;6;4,6;"0.30097";"0.30097"
"GO:0004040";"amidase activity";11;4;2,81;"0.30143";"0.30143"
"GO:0004407";"histone deacetylase activity";11;4;2,81;"0.30143";"0.77074"
"GO:0004719";"protein-L-isoaspartate (D-aspartate) O-m...";11;4;2,81;"0.30143";"0.30143"
"GO:0016413";"O-acetyltransferase activity";11;4;2,81;"0.30143";"0.77074"
"GO:0033558";"protein lysine deacetylase activity";11;4;2,81;"0.30143";"1.00000"
"GO:0033218";"amide binding";29;9;7,41;"0.31076";"1.00000"
"GO:0016741";"transferase activity, transferring one-c...";104;29;26,56;"0.32426";"1.00000"
"GO:0016898";"oxidoreductase activity, acting on the C...";8;3;2,04;"0.33481";"1.00000"
"GO:0051920";"peroxiredoxin activity";8;3;2,04;"0.33481";"0.69233"
"GO:0016620";"oxidoreductase activity, acting on the a...";26;8;6,64;"0.33786";"1.00000"
"GO:0016655";"oxidoreductase activity, acting on NAD(P...";26;8;6,64;"0.33786";"1.00000"
"GO:0051287";"NAD binding";26;8;6,64;"0.33786";"0.33786"
"GO:0003880";"protein C-terminal carboxyl O-methyltran...";12;4;3,06;"0.36783";"1.00000"
"GO:0008425";"2-polyprenyl-6-methoxy-1,4-benzoquinone ...";12;4;3,06;"0.36783";"0.36783"
"GO:0008509";"anion transmembrane transporter activity";12;4;3,06;"0.36783";"1.00000"
"GO:0015103";"inorganic anion transmembrane transporte...";12;4;3,06;"0.36783";"1.00000"
"GO:0019200";"carbohydrate kinase activity";12;4;3,06;"0.36783";"1.00000"
"GO:0030580";"quinone cofactor methyltransferase activ...";12;4;3,06;"0.36783";"1.00000"
"GO:0016879";"ligase activity, forming carbon-nitrogen...";53;15;13,53;"0.37126";"1.00000"
"GO:0019842";"vitamin binding";91;25;23,24;"0.37319";"1.00000"
"GO:0003838";"sterol 24-C-methyltransferase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0004467";"long-chain fatty acid-CoA ligase activit...";5;2;1,28;"0.37851";"0.37851"
"GO:0004609";"phosphatidylserine decarboxylase activit...";5;2;1,28;"0.37851";"0.37851"
"GO:0004930";"G protein-coupled receptor activity";5;2;1,28;"0.37851";"0.58703"
"GO:0016207";"4-coumarate-CoA ligase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0016406";"carnitine O-acyltransferase activity";5;2;1,28;"0.37851";"0.58703"
"GO:0016748";"succinyltransferase activity";5;2;1,28;"0.37851";"1.00000"
"GO:0016823";"hydrolase activity, acting on acid carbo...";5;2;1,28;"0.37851";"1.00000"
"GO:0016857";"racemase and epimerase activity, acting ...";5;2;1,28;"0.37851";"1.00000"
"GO:0018585";"fluorene oxygenase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0018586";"mono-butyltin dioxygenase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0018588";"tri-n-butyltin dioxygenase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0018589";"di-n-butyltin dioxygenase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0018590";"methylsilanetriol hydroxylase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0018591";"methyl tertiary butyl ether 3-monooxygen...";5;2;1,28;"0.37851";"0.37851"
"GO:0018592";"4-nitrocatechol 4-monooxygenase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0018593";"4-chlorophenoxyacetate monooxygenase act...";5;2;1,28;"0.37851";"0.37851"
"GO:0018594";"tert-butanol 2-monooxygenase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0018595";"alpha-pinene monooxygenase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0018596";"dimethylsilanediol hydroxylase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0018597";"ammonia monooxygenase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0018598";"hydroxymethylsilanetriol oxidase activit...";5;2;1,28;"0.37851";"0.37851"
"GO:0018599";"2-hydroxyisobutyrate 3-monooxygenase act...";5;2;1,28;"0.37851";"0.37851"
"GO:0018600";"alpha-pinene dehydrogenase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0031955";"short-chain fatty acid-CoA ligase activi...";5;2;1,28;"0.37851";"0.37851"
"GO:0031957";"very long-chain fatty acid-CoA ligase ac...";5;2;1,28;"0.37851";"0.37851"
"GO:0033164";"glycolipid 1,6-alpha-mannosyltransferase...";5;2;1,28;"0.37851";"0.37851"
"GO:0043823";"spheroidene monooxygenase activity";5;2;1,28;"0.37851";"0.37851"
"GO:0090599";"alpha-glucosidase activity";5;2;1,28;"0.37851";"1.00000"
"GO:0016628";"oxidoreductase activity, acting on the C...";27;8;6,89;"0.38186";"1.00000"
"GO:0008270";"zinc ion binding";582;152;148,62;"0.38256";"0.38256"
"GO:0004559";"alpha-mannosidase activity";16;5;4,09;"0.38914";"1.00000"
"GO:0016860";"intramolecular oxidoreductase activity";31;9;7,92;"0.39271";"1.00000"
"GO:0000253";"3-keto sterol reductase activity";20;6;5,11;"0.40454";"0.40454"
"GO:0046983";"protein dimerization activity";39;11;9,96;"0.40996";"0.40996"
"GO:0004457";"lactate dehydrogenase activity";9;3;2,3;"0.41438";"1.00000"
"GO:0008418";"protein-N-terminal asparagine amidohydro...";9;3;2,3;"0.41438";"0.41438"
"GO:0008759";"UDP-3-O-[3-hydroxymyristoyl] N-acetylglu...";9;3;2,3;"0.41438";"0.41438"
"GO:0015645";"fatty acid ligase activity";9;3;2,3;"0.41438";"1.00000"
"GO:0018748";"iprodione amidohydrolase activity";9;3;2,3;"0.41438";"0.41438"
"GO:0018749";"(3,5-dichlorophenylurea)acetate amidohyd...";9;3;2,3;"0.41438";"0.41438"
"GO:0030151";"molybdenum ion binding";9;3;2,3;"0.41438";"0.41438"
"GO:0031956";"medium-chain fatty acid-CoA ligase activ...";9;3;2,3;"0.41438";"0.37852"
"GO:0032115";"sorbose reductase activity";9;3;2,3;"0.41438";"0.41438"
"GO:0043748";"O-succinylbenzoate synthase activity";9;3;2,3;"0.41438";"0.41438"
"GO:0043864";"indoleacetamide hydrolase activity";9;3;2,3;"0.41438";"0.41438"
"GO:0047419";"N-acetylgalactosamine-6-phosphate deacet...";9;3;2,3;"0.41438";"0.41438"
"GO:0008320";"protein transmembrane transporter activi...";24;7;6,13;"0.41646";"1.00000"
"GO:0015450";"protein-transporting ATPase activity";24;7;6,13;"0.41646";"1.00000"
"GO:0022884";"macromolecule transmembrane transporter ...";24;7;6,13;"0.41646";"1.00000"
"GO:0140318";"protein transporter activity";24;7;6,13;"0.41646";"1.00000"
"GO:0004521";"endoribonuclease activity";28;8;7,15;"0.42610";"0.25534"
"GO:0009008";"DNA-methyltransferase activity";13;4;3,32;"0.43377";"0.56115"
"GO:0016408";"C-acyltransferase activity";13;4;3,32;"0.43377";"1.00000"
"GO:0016790";"thiolester hydrolase activity";13;4;3,32;"0.43377";"1.00000"
"GO:0016829";"lyase activity";175;46;44,69;"0.43787";"0.38881"
"GO:0000225";"N-acetylglucosaminylphosphatidylinositol...";2;1;0,51;"0.44556";"0.44556"
"GO:0000257";"nitrilase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0001653";"peptide receptor activity";2;1;0,51;"0.44556";"1.00000"
"GO:0003796";"lysozyme activity";2;1;0,51;"0.44556";"0.44556"
"GO:0003867";"4-aminobutyrate transaminase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0003886";"DNA (cytosine-5-)-methyltransferase acti...";2;1;0,51;"0.44556";"1.00000"
"GO:0003958";"NADPH-hemoprotein reductase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0003959";"NADPH dehydrogenase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0003962";"cystathionine gamma-synthase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0003963";"RNA-3'-phosphate cyclase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004015";"adenosylmethionine-8-amino-7-oxononanoat...";2;1;0,51;"0.44556";"0.44556"
"GO:0004055";"argininosuccinate synthase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004088";"carbamoyl-phosphate synthase (glutamine-...";2;1;0,51;"0.44556";"0.44556"
"GO:0004092";"carnitine O-acetyltransferase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004108";"citrate (Si)-synthase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004117";"calmodulin-activated dual specificity 3'...";2;1;0,51;"0.44556";"0.44556"
"GO:0004118";"cGMP-stimulated cyclic-nucleotide phosph...";2;1;0,51;"0.44556";"0.44556"
"GO:0004119";"cGMP-inhibited cyclic-nucleotide phospho...";2;1;0,51;"0.44556";"0.44556"
"GO:0004120";"photoreceptor cyclic-nucleotide phosphod...";2;1;0,51;"0.44556";"0.44556"
"GO:0004143";"diacylglycerol kinase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004148";"dihydrolipoyl dehydrogenase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004152";"dihydroorotate dehydrogenase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004339";"glucan 1,4-alpha-glucosidase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004343";"glucosamine 6-phosphate N-acetyltransfer...";2;1;0,51;"0.44556";"0.44556"
"GO:0004436";"phosphatidylinositol diacylglycerol-lyas...";2;1;0,51;"0.44556";"0.44556"
"GO:0004611";"phosphoenolpyruvate carboxykinase activi...";2;1;0,51;"0.44556";"1.00000"
"GO:0004737";"pyruvate decarboxylase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004741";"[pyruvate dehydrogenase (lipoamide)] pho...";2;1;0,51;"0.44556";"0.44556"
"GO:0004746";"riboflavin synthase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004771";"sterol esterase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004823";"leucine-tRNA ligase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004828";"serine-tRNA ligase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004837";"tyrosine decarboxylase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004849";"uridine kinase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0004932";"mating-type factor pheromone receptor ac...";2;1;0,51;"0.44556";"0.44556"
"GO:0005337";"nucleoside transmembrane transporter act...";2;1;0,51;"0.44556";"1.00000"
"GO:0008113";"peptide-methionine (S)-S-oxide reductase...";2;1;0,51;"0.44556";"0.44556"
"GO:0008131";"primary amine oxidase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0008134";"transcription factor binding";2;1;0,51;"0.44556";"0.44556"
"GO:0008239";"dipeptidyl-peptidase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0008398";"sterol 14-demethylase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0008440";"inositol-1,4,5-trisphosphate 3-kinase ac...";2;1;0,51;"0.44556";"0.44556"
"GO:0008460";"dTDP-glucose 4,6-dehydratase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0008519";"ammonium transmembrane transporter activ...";2;1;0,51;"0.44556";"0.44556"
"GO:0008528";"G protein-coupled peptide receptor activ...";2;1;0,51;"0.44556";"1.00000"
"GO:0008670";"2,4-dienoyl-CoA reductase (NADPH) activi...";2;1;0,51;"0.44556";"0.44556"
"GO:0008766";"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,...";2;1;0,51;"0.44556";"0.44556"
"GO:0008941";"nitric oxide dioxygenase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0015098";"molybdate ion transmembrane transporter ...";2;1;0,51;"0.44556";"1.00000"
"GO:0015370";"solute:sodium symporter activity";2;1;0,51;"0.44556";"1.00000"
"GO:0015412";"ABC-type molybdate transporter activity";2;1;0,51;"0.44556";"0.44556"
"GO:0016212";"kynurenine-oxoglutarate transaminase act...";2;1;0,51;"0.44556";"0.44556"
"GO:0016503";"pheromone receptor activity";2;1;0,51;"0.44556";"1.00000"
"GO:0016649";"oxidoreductase activity, acting on the C...";2;1;0,51;"0.44556";"1.00000"
"GO:0016708";"oxidoreductase activity, acting on paire...";2;1;0,51;"0.44556";"1.00000"
"GO:0016743";"carboxyl- or carbamoyltransferase activi...";2;1;0,51;"0.44556";"1.00000"
"GO:0016815";"hydrolase activity, acting on carbon-nit...";2;1;0,51;"0.44556";"1.00000"
"GO:0016888";"endodeoxyribonuclease activity, producin...";2;1;0,51;"0.44556";"0.44556"
"GO:0016937";"short-branched-chain-acyl-CoA dehydrogen...";2;1;0,51;"0.44556";"0.44556"
"GO:0016985";"mannan endo-1,4-beta-mannosidase activit...";2;1;0,51;"0.44556";"0.44556"
"GO:0017040";"N-acylsphingosine amidohydrolase activit...";2;1;0,51;"0.44556";"0.44556"
"GO:0017099";"very-long-chain-acyl-CoA dehydrogenase a...";2;1;0,51;"0.44556";"0.44556"
"GO:0017168";"5-oxoprolinase (ATP-hydrolyzing) activit...";2;1;0,51;"0.44556";"0.44556"
"GO:0018169";"ribosomal S6-glutamic acid ligase activi...";2;1;0,51;"0.44556";"0.44556"
"GO:0018679";"dibenzothiophene-5,5-dioxide monooxygena...";2;1;0,51;"0.44556";"0.44556"
"GO:0018688";"DDT 2,3-dioxygenase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0018689";"naphthalene disulfonate 1,2-dioxygenase ...";2;1;0,51;"0.44556";"0.44556"
"GO:0018784";"(S)-2-haloacid dehalogenase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0019139";"cytokinin dehydrogenase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0019909";"[pyruvate dehydrogenase (lipoamide)] pho...";2;1;0,51;"0.44556";"0.44556"
"GO:0030729";"acetoacetate-CoA ligase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0033788";"leucoanthocyanidin reductase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0033946";"xyloglucan-specific endo-beta-1,4-glucan...";2;1;0,51;"0.44556";"0.44556"
"GO:0035004";"phosphatidylinositol 3-kinase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0036137";"kynurenine aminotransferase activity";2;1;0,51;"0.44556";"1.00000"
"GO:0036440";"citrate synthase activity";2;1;0,51;"0.44556";"1.00000"
"GO:0042389";"omega-3 fatty acid desaturase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0042972";"licheninase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0043773";"coenzyme F420-0 gamma-glutamyl ligase ac...";2;1;0,51;"0.44556";"0.44556"
"GO:0043774";"coenzyme F420-2 alpha-glutamyl ligase ac...";2;1;0,51;"0.44556";"0.44556"
"GO:0043820";"propionyl-CoA dehydrogenase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0043830";"thiol-driven fumarate reductase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0045482";"trichodiene synthase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0046316";"gluconokinase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0047046";"homoisocitrate dehydrogenase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0047293";"4-hydroxybenzoate nonaprenyltransferase ...";2;1;0,51;"0.44556";"0.44556"
"GO:0047323";"[3-methyl-2-oxobutanoate dehydrogenase (...";2;1;0,51;"0.44556";"0.44556"
"GO:0047369";"succinate-hydroxymethylglutarate CoA-tra...";2;1;0,51;"0.44556";"0.44556"
"GO:0047555";"3',5'-cyclic-GMP phosphodiesterase activ...";2;1;0,51;"0.44556";"1.00000"
"GO:0047560";"3-dehydrosphinganine reductase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0048038";"quinone binding";2;1;0,51;"0.44556";"0.44556"
"GO:0050152";"omega-amidase activity";2;1;0,51;"0.44556";"0.44556"
"GO:0051718";"DNA (cytosine-5-)-methyltransferase acti...";2;1;0,51;"0.44556";"0.44556"
"GO:0051719";"DNA (cytosine-5-)-methyltransferase acti...";2;1;0,51;"0.44556";"0.44556"
"GO:0051720";"DNA (cytosine-5-)-methyltransferase acti...";2;1;0,51;"0.44556";"0.44556"
"GO:0051766";"inositol trisphosphate kinase activity";2;1;0,51;"0.44556";"1.00000"
"GO:0061783";"peptidoglycan muralytic activity";2;1;0,51;"0.44556";"1.00000"
"GO:0070739";"protein-glutamic acid ligase activity";2;1;0,51;"0.44556";"1.00000"
"GO:0140104";"molecular carrier activity";2;1;0,51;"0.44556";"1.00000"
"GO:0004190";"aspartic-type endopeptidase activity";17;5;4,34;"0.44669";"0.44669"
"GO:0008172";"S-methyltransferase activity";17;5;4,34;"0.44669";"0.73371"
"GO:0070001";"aspartic-type peptidase activity";17;5;4,34;"0.44669";"1.00000"
"GO:0008483";"transaminase activity";21;6;5,36;"0.45625";"0.81345"
"GO:0019239";"deaminase activity";21;6;5,36;"0.45625";"1.00000"
"GO:0000009";"alpha-1,6-mannosyltransferase activity";25;7;6,38;"0.46381";"0.60637"
"GO:0016769";"transferase activity, transferring nitro...";33;9;8,43;"0.47535";"0.62561"
"GO:0003905";"alkylbase DNA N-glycosylase activity";6;2;1,53;"0.47883";"0.25543"
"GO:0004180";"carboxypeptidase activity";6;2;1,53;"0.47883";"0.25543"
"GO:0004301";"epoxide hydrolase activity";6;2;1,53;"0.47883";"0.47883"
"GO:0005085";"guanyl-nucleotide exchange factor activi...";6;2;1,53;"0.47883";"0.47883"
"GO:0016641";"oxidoreductase activity, acting on the C...";6;2;1,53;"0.47883";"1.00000"
"GO:0016653";"oxidoreductase activity, acting on NAD(P...";6;2;1,53;"0.47883";"1.00000"
"GO:0016822";"hydrolase activity, acting on acid carbo...";6;2;1,53;"0.47883";"1.00000"
"GO:0030976";"thiamine pyrophosphate binding";6;2;1,53;"0.47883";"0.47883"
"GO:0046936";"2'-deoxyadenosine deaminase activity";6;2;1,53;"0.47883";"0.47883"
"GO:0047372";"acylglycerol lipase activity";6;2;1,53;"0.47883";"0.47883"
"GO:0050997";"quaternary ammonium group binding";6;2;1,53;"0.47883";"1.00000"
"GO:0016651";"oxidoreductase activity, acting on NAD(P...";41;11;10,47;"0.48406";"1.00000"
"GO:0004000";"adenosine deaminase activity";10;3;2,55;"0.49056";"0.49056"
"GO:0004030";"aldehyde dehydrogenase [NAD(P)+] activit...";10;3;2,55;"0.49056";"0.37864"
"GO:0016298";"lipase activity";49;13;12,51;"0.49109";"1.00000"
"GO:0015020";"glucuronosyltransferase activity";22;6;5,62;"0.50680";"0.44560"
"GO:0004376";"glycolipid mannosyltransferase activity";26;7;6,64;"0.51021";"0.61411"
"GO:0004495";"mevaldate reductase activity";19;5;4,85;"0.55640";"0.55640"
"GO:0008875";"gluconate dehydrogenase activity";19;5;4,85;"0.55640";"0.55640"
"GO:0018451";"epoxide dehydrogenase activity";19;5;4,85;"0.55640";"0.55640"
"GO:0018452";"5-exo-hydroxycamphor dehydrogenase activ...";19;5;4,85;"0.55640";"0.55640"
"GO:0018453";"2-hydroxytetrahydrofuran dehydrogenase a...";19;5;4,85;"0.55640";"0.55640"
"GO:0032442";"phenylcoumaran benzylic ether reductase ...";19;5;4,85;"0.55640";"0.55640"
"GO:0033765";"steroid dehydrogenase activity, acting o...";19;5;4,85;"0.55640";"0.55640"
"GO:0043713";"(R)-2-hydroxyisocaproate dehydrogenase a...";19;5;4,85;"0.55640";"0.55640"
"GO:0048258";"3-ketoglucose-reductase activity";19;5;4,85;"0.55640";"0.55640"
