"GO.ID";"Term";"Annotated";"Significant";"Expected";"classicFisher";"weighted"
"GO:0003852";"2-isopropylmalate synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003853";"2-methylacyl-CoA dehydrogenase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003854";"3-beta-hydroxy-delta5-steroid dehydrogen...";3;0;0,05;"1.0000";"1.0000"
"GO:0003855";"3-dehydroquinate dehydratase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0003856";"3-dehydroquinate synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003858";"3-hydroxybutyrate dehydrogenase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0003860";"3-hydroxyisobutyryl-CoA hydrolase activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0003861";"3-isopropylmalate dehydratase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003862";"3-isopropylmalate dehydrogenase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0003864";"3-methyl-2-oxobutanoate hydroxymethyltra...";1;0;0,02;"1.0000";"1.0000"
"GO:0003866";"3-phosphoshikimate 1-carboxyvinyltransfe...";1;0;0,02;"1.0000";"1.0000"
"GO:0003867";"4-aminobutyrate transaminase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003868";"4-hydroxyphenylpyruvate dioxygenase acti...";3;0;0,05;"1.0000";"1.0000"
"GO:0003870";"5-aminolevulinate synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003871";"5-methyltetrahydropteroyltriglutamate-ho...";3;0;0,05;"1.0000";"1.0000"
"GO:0003872";"6-phosphofructokinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003873";"6-phosphofructo-2-kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003876";"AMP deaminase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003877";"ATP adenylyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003878";"ATP citrate synthase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0003879";"ATP phosphoribosyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003880";"protein C-terminal carboxyl O-methyltran...";12;0;0,19;"1.0000";"1.0000"
"GO:0003881";"CDP-diacylglycerol-inositol 3-phosphatid...";1;0;0,02;"1.0000";"1.0000"
"GO:0003882";"CDP-diacylglycerol-serine O-phosphatidyl...";1;0;0,02;"1.0000";"1.0000"
"GO:0003883";"CTP synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003884";"D-amino-acid oxidase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0003885";"D-arabinono-1,4-lactone oxidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003886";"DNA (cytosine-5-)-methyltransferase acti...";2;0;0,03;"1.0000";"1.0000"
"GO:0003887";"DNA-directed DNA polymerase activity";23;0;0,35;"1.0000";"1.0000"
"GO:0003896";"DNA primase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0003899";"DNA-directed 5'-3' RNA polymerase activi...";31;0;0,48;"1.0000";"1.0000"
"GO:0003904";"deoxyribodipyrimidine photo-lyase activi...";3;0;0,05;"1.0000";"1.0000"
"GO:0003905";"alkylbase DNA N-glycosylase activity";6;0;0,09;"1.0000";"1.0000"
"GO:0003906";"DNA-(apurinic or apyrimidinic site) endo...";5;0;0,08;"1.0000";"1.0000"
"GO:0003908";"methylated-DNA-[protein]-cysteine S-meth...";1;0;0,02;"1.0000";"1.0000"
"GO:0003909";"DNA ligase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0003910";"DNA ligase (ATP) activity";4;0;0,06;"1.0000";"1.0000"
"GO:0003913";"DNA photolyase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0003916";"DNA topoisomerase activity";5;0;0,08;"1.0000";"1.0000"
"GO:0003917";"DNA topoisomerase type I (single strand ...";3;0;0,05;"1.0000";"1.0000"
"GO:0003918";"DNA topoisomerase type II (double strand...";3;0;0,05;"1.0000";"1.0000"
"GO:0003919";"FMN adenylyltransferase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003922";"GMP synthase (glutamine-hydrolyzing) act...";3;0;0,05;"1.0000";"1.0000"
"GO:0003923";"GPI-anchor transamidase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0003924";"GTPase activity";44;0;0,68;"1.0000";"1.0000"
"GO:0003933";"GTP cyclohydrolase activity";6;0;0,09;"1.0000";"1.0000"
"GO:0003934";"GTP cyclohydrolase I activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003935";"GTP cyclohydrolase II activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003937";"IMP cyclohydrolase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003938";"IMP dehydrogenase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003939";"L-iditol 2-dehydrogenase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0003942";"N-acetyl-gamma-glutamyl-phosphate reduct...";1;0;0,02;"1.0000";"1.0000"
"GO:0003948";"N4-(beta-N-acetylglucosaminyl)-L-asparag...";1;0;0,02;"1.0000";"1.0000"
"GO:0003949";"1-(5-phosphoribosyl)-5-[(5-phosphoribosy...";1;0;0,02;"1.0000";"1.0000"
"GO:0003950";"NAD+ ADP-ribosyltransferase activity";5;0;0,08;"1.0000";"1.0000"
"GO:0003951";"NAD+ kinase activity";5;0;0,08;"1.0000";"1.0000"
"GO:0003952";"NAD+ synthase (glutamine-hydrolyzing) ac...";1;0;0,02;"1.0000";"1.0000"
"GO:0003954";"NADH dehydrogenase activity";9;0;0,14;"1.0000";"1.0000"
"GO:0003955";"NAD(P)H dehydrogenase (quinone) activity";8;0;0,12;"1.0000";"1.0000"
"GO:0003958";"NADPH-hemoprotein reductase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003959";"NADPH dehydrogenase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003962";"cystathionine gamma-synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003963";"RNA-3'-phosphate cyclase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003964";"RNA-directed DNA polymerase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0003968";"RNA-directed 5'-3' RNA polymerase activi...";3;0;0,05;"1.0000";"1.0000"
"GO:0003972";"RNA ligase (ATP) activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003975";"UDP-N-acetylglucosamine-dolichyl-phospha...";1;0;0,02;"1.0000";"1.0000"
"GO:0003978";"UDP-glucose 4-epimerase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003979";"UDP-glucose 6-dehydrogenase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003980";"UDP-glucose:glycoprotein glucosyltransfe...";20;0;0,31;"1.0000";"1.0000"
"GO:0003983";"UTP:glucose-1-phosphate uridylyltransfer...";1;0;0,02;"1.0000";"1.0000"
"GO:0003984";"acetolactate synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003985";"acetyl-CoA C-acetyltransferase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003987";"acetate-CoA ligase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003988";"acetyl-CoA C-acyltransferase activity";5;0;0,08;"1.0000";"1.0000"
"GO:0003990";"acetylcholinesterase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0003991";"acetylglutamate kinase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003992";"N2-acetyl-L-ornithine:2-oxoglutarate 5-a...";1;0;0,02;"1.0000";"1.0000"
"GO:0003993";"acid phosphatase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0003994";"aconitate hydratase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003995";"acyl-CoA dehydrogenase activity";8;0;0,12;"1.0000";"1.0000"
"GO:0003999";"adenine phosphoribosyltransferase activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0004000";"adenosine deaminase activity";10;0;0,15;"1.0000";"1.0000"
"GO:0004001";"adenosine kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004013";"adenosylhomocysteinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004014";"adenosylmethionine decarboxylase activit...";1;0;0,02;"1.0000";"1.0000"
"GO:0004015";"adenosylmethionine-8-amino-7-oxononanoat...";2;0;0,03;"1.0000";"1.0000"
"GO:0004016";"adenylate cyclase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004017";"adenylate kinase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004018";"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fu...";1;0;0,02;"1.0000";"1.0000"
"GO:0004019";"adenylosuccinate synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004020";"adenylylsulfate kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004021";"L-alanine:2-oxoglutarate aminotransferas...";1;0;0,02;"1.0000";"1.0000"
"GO:0004022";"alcohol dehydrogenase (NAD+) activity";10;0;0,15;"1.0000";"1.0000"
"GO:0004023";"alcohol dehydrogenase activity, metal io...";9;0;0,14;"1.0000";"1.0000"
"GO:0004024";"alcohol dehydrogenase activity, zinc-dep...";9;0;0,14;"1.0000";"1.0000"
"GO:0004025";"alcohol dehydrogenase activity, iron-dep...";9;0;0,14;"1.0000";"1.0000"
"GO:0004026";"alcohol O-acetyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004029";"aldehyde dehydrogenase (NAD+) activity";5;0;0,08;"1.0000";"1.0000"
"GO:0004030";"aldehyde dehydrogenase [NAD(P)+] activit...";10;0;0,15;"1.0000";"1.0000"
"GO:0004032";"alditol:NADP+ 1-oxidoreductase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004033";"aldo-keto reductase (NADP) activity";34;0;0,52;"1.0000";"1.0000"
"GO:0004035";"alkaline phosphatase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004037";"allantoicase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004038";"allantoinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004040";"amidase activity";11;0;0,17;"1.0000";"1.0000"
"GO:0004042";"acetyl-CoA:L-glutamate N-acetyltransfera...";1;0;0,02;"1.0000";"1.0000"
"GO:0004043";"L-aminoadipate-semialdehyde dehydrogenas...";6;0;0,09;"1.0000";"1.0000"
"GO:0004044";"amidophosphoribosyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004045";"aminoacyl-tRNA hydrolase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004047";"aminomethyltransferase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004048";"anthranilate phosphoribosyltransferase a...";1;0;0,02;"1.0000";"1.0000"
"GO:0004049";"anthranilate synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004053";"arginase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004055";"argininosuccinate synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004056";"argininosuccinate lyase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004057";"arginyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004058";"aromatic-L-amino-acid decarboxylase acti...";1;0;0,02;"1.0000";"1.0000"
"GO:0004060";"arylamine N-acetyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004061";"arylformamidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004064";"arylesterase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004065";"arylsulfatase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004066";"asparagine synthase (glutamine-hydrolyzi...";2;0;0,03;"1.0000";"1.0000"
"GO:0004067";"asparaginase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004069";"L-aspartate:2-oxoglutarate aminotransfer...";2;0;0,03;"1.0000";"1.0000"
"GO:0004070";"aspartate carbamoyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004072";"aspartate kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004073";"aspartate-semialdehyde dehydrogenase act...";1;0;0,02;"1.0000";"1.0000"
"GO:0004076";"biotin synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004077";"biotin-[acetyl-CoA-carboxylase] ligase a...";1;0;0,02;"1.0000";"1.0000"
"GO:0004081";"bis(5'-nucleosyl)-tetraphosphatase (asym...";1;0;0,02;"1.0000";"1.0000"
"GO:0004084";"branched-chain-amino-acid transaminase a...";4;0;0,06;"1.0000";"1.0000"
"GO:0004088";"carbamoyl-phosphate synthase (glutamine-...";2;0;0,03;"1.0000";"1.0000"
"GO:0004089";"carbonate dehydratase activity";9;0;0,14;"1.0000";"1.0000"
"GO:0004096";"catalase activity";9;0;0,14;"1.0000";"1.0000"
"GO:0004099";"chitin deacetylase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004100";"chitin synthase activity";8;0;0,12;"1.0000";"1.0000"
"GO:0004103";"choline kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004104";"cholinesterase activity";6;0;0,09;"1.0000";"1.0000"
"GO:0004105";"choline-phosphate cytidylyltransferase a...";1;0;0,02;"1.0000";"1.0000"
"GO:0004106";"chorismate mutase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004107";"chorismate synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004108";"citrate (Si)-synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004109";"coproporphyrinogen oxidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004112";"cyclic-nucleotide phosphodiesterase acti...";4;0;0,06;"1.0000";"1.0000"
"GO:0004114";"3',5'-cyclic-nucleotide phosphodiesteras...";4;0;0,06;"1.0000";"1.0000"
"GO:0004115";"3',5'-cyclic-AMP phosphodiesterase activ...";3;0;0,05;"1.0000";"1.0000"
"GO:0004117";"calmodulin-activated dual specificity 3'...";2;0;0,03;"1.0000";"1.0000"
"GO:0004118";"cGMP-stimulated cyclic-nucleotide phosph...";2;0;0,03;"1.0000";"1.0000"
"GO:0004119";"cGMP-inhibited cyclic-nucleotide phospho...";2;0;0,03;"1.0000";"1.0000"
"GO:0004120";"photoreceptor cyclic-nucleotide phosphod...";2;0;0,03;"1.0000";"1.0000"
"GO:0004121";"cystathionine beta-lyase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004122";"cystathionine beta-synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004123";"cystathionine gamma-lyase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004124";"cysteine synthase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004126";"cytidine deaminase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004128";"cytochrome-b5 reductase activity, acting...";4;0;0,06;"1.0000";"1.0000"
"GO:0004129";"cytochrome-c oxidase activity";8;0;0,12;"1.0000";"1.0000"
"GO:0004130";"cytochrome-c peroxidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004132";"dCMP deaminase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004134";"4-alpha-glucanotransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004135";"amylo-alpha-1,6-glucosidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004140";"dephospho-CoA kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004141";"dethiobiotin synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004143";"diacylglycerol kinase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004145";"diamine N-acetyltransferase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004146";"dihydrofolate reductase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004147";"dihydrolipoamide branched chain acyltran...";3;0;0,05;"1.0000";"1.0000"
"GO:0004148";"dihydrolipoyl dehydrogenase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004149";"dihydrolipoyllysine-residue succinyltran...";1;0;0,02;"1.0000";"1.0000"
"GO:0004150";"dihydroneopterin aldolase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004151";"dihydroorotase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004152";"dihydroorotate dehydrogenase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004156";"dihydropteroate synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004158";"dihydroorotate oxidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004160";"dihydroxy-acid dehydratase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004163";"diphosphomevalonate decarboxylase activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0004164";"diphthine synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004165";"delta(3)-delta(2)-enoyl-CoA isomerase ac...";1;0;0,02;"1.0000";"1.0000"
"GO:0004169";"dolichyl-phosphate-mannose-protein manno...";3;0;0,05;"1.0000";"1.0000"
"GO:0004170";"dUTP diphosphatase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004174";"electron-transferring-flavoprotein dehyd...";1;0;0,02;"1.0000";"1.0000"
"GO:0004176";"ATP-dependent peptidase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004177";"aminopeptidase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004197";"cysteine-type endopeptidase activity";13;0;0,2;"1.0000";"1.0000"
"GO:0004198";"calcium-dependent cysteine-type endopept...";3;0;0,05;"1.0000";"1.0000"
"GO:0004222";"metalloendopeptidase activity";17;0;0,26;"1.0000";"1.0000"
"GO:0004252";"serine-type endopeptidase activity";7;0;0,11;"1.0000";"1.0000"
"GO:0004298";"threonine-type endopeptidase activity";14;0;0,22;"1.0000";"1.0000"
"GO:0004300";"enoyl-CoA hydratase activity";7;0;0,11;"1.0000";"1.0000"
"GO:0004303";"estradiol 17-beta-dehydrogenase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004305";"ethanolamine kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004306";"ethanolamine-phosphate cytidylyltransfer...";1;0;0,02;"1.0000";"1.0000"
"GO:0004307";"ethanolaminephosphotransferase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004309";"exopolyphosphatase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004310";"farnesyl-diphosphate farnesyltransferase...";1;0;0,02;"1.0000";"1.0000"
"GO:0004311";"farnesyltranstransferase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004314";"[acyl-carrier-protein] S-malonyltransfer...";1;0;0,02;"1.0000";"1.0000"
"GO:0004318";"enoyl-[acyl-carrier-protein] reductase (...";2;0;0,03;"1.0000";"1.0000"
"GO:0004321";"fatty-acyl-CoA synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004322";"ferroxidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004325";"ferrochelatase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004328";"formamidase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004329";"formate-tetrahydrofolate ligase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004332";"fructose-bisphosphate aldolase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004333";"fumarate hydratase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004334";"fumarylacetoacetase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004335";"galactokinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004337";"geranyltranstransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004338";"glucan exo-1,3-beta-glucosidase activity";8;0;0,12;"1.0000";"1.0000"
"GO:0004339";"glucan 1,4-alpha-glucosidase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004341";"gluconolactonase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004342";"glucosamine-6-phosphate deaminase activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0004343";"glucosamine 6-phosphate N-acetyltransfer...";2;0;0,03;"1.0000";"1.0000"
"GO:0004344";"glucose dehydrogenase activity";16;0;0,25;"1.0000";"1.0000"
"GO:0004345";"glucose-6-phosphate dehydrogenase activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0004347";"glucose-6-phosphate isomerase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004348";"glucosylceramidase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0004349";"glutamate 5-kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004350";"glutamate-5-semialdehyde dehydrogenase a...";1;0;0,02;"1.0000";"1.0000"
"GO:0004351";"glutamate decarboxylase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004352";"glutamate dehydrogenase (NAD+) activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004353";"glutamate dehydrogenase [NAD(P)+] activi...";2;0;0,03;"1.0000";"1.0000"
"GO:0004354";"glutamate dehydrogenase (NADP+) activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004356";"glutamate-ammonia ligase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004357";"glutamate-cysteine ligase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004358";"glutamate N-acetyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004360";"glutamine-fructose-6-phosphate transamin...";1;0;0,02;"1.0000";"1.0000"
"GO:0004362";"glutathione-disulfide reductase (NADPH) ...";1;0;0,02;"1.0000";"1.0000"
"GO:0004363";"glutathione synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004364";"glutathione transferase activity";18;0;0,28;"1.0000";"1.0000"
"GO:0004365";"glyceraldehyde-3-phosphate dehydrogenase...";1;0;0,02;"1.0000";"1.0000"
"GO:0004367";"glycerol-3-phosphate dehydrogenase [NAD+...";1;0;0,02;"1.0000";"1.0000"
"GO:0004368";"glycerol-3-phosphate dehydrogenase (quin...";1;0;0,02;"1.0000";"1.0000"
"GO:0004370";"glycerol kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004371";"glycerone kinase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004372";"glycine hydroxymethyltransferase activit...";2;0;0,03;"1.0000";"1.0000"
"GO:0004373";"glycogen (starch) synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004375";"glycine dehydrogenase (decarboxylating) ...";1;0;0,02;"1.0000";"1.0000"
"GO:0004376";"glycolipid mannosyltransferase activity";26;0;0,4;"1.0000";"1.0000"
"GO:0004377";"GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-man...";5;0;0,08;"1.0000";"1.0000"
"GO:0004379";"glycylpeptide N-tetradecanoyltransferase...";1;0;0,02;"1.0000";"1.0000"
"GO:0004382";"GDP phosphatase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004385";"guanylate kinase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004392";"heme oxygenase (decyclizing) activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004396";"hexokinase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0004399";"histidinol dehydrogenase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004400";"histidinol-phosphate transaminase activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0004401";"histidinol-phosphatase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004402";"histone acetyltransferase activity";6;0;0,09;"1.0000";"1.0000"
"GO:0004407";"histone deacetylase activity";11;0;0,17;"1.0000";"1.0000"
"GO:0004408";"holocytochrome-c synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004409";"homoaconitate hydratase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004410";"homocitrate synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004411";"homogentisate 1,2-dioxygenase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004412";"homoserine dehydrogenase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004413";"homoserine kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004414";"homoserine O-acetyltransferase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004416";"hydroxyacylglutathione hydrolase activit...";3;0;0,05;"1.0000";"1.0000"
"GO:0004417";"hydroxyethylthiazole kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004418";"hydroxymethylbilane synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004419";"hydroxymethylglutaryl-CoA lyase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004420";"hydroxymethylglutaryl-CoA reductase (NAD...";1;0;0,02;"1.0000";"1.0000"
"GO:0004421";"hydroxymethylglutaryl-CoA synthase activ...";1;0;0,02;"1.0000";"1.0000"
"GO:0004424";"imidazoleglycerol-phosphate dehydratase ...";1;0;0,02;"1.0000";"1.0000"
"GO:0004427";"inorganic diphosphate phosphatase activi...";3;0;0,05;"1.0000";"1.0000"
"GO:0004430";"1-phosphatidylinositol 4-kinase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004435";"phosphatidylinositol phospholipase C act...";4;0;0,06;"1.0000";"1.0000"
"GO:0004436";"phosphatidylinositol diacylglycerol-lyas...";2;0;0,03;"1.0000";"1.0000"
"GO:0004439";"phosphatidylinositol-4,5-bisphosphate 5-...";3;0;0,05;"1.0000";"1.0000"
"GO:0004445";"inositol-polyphosphate 5-phosphatase act...";1;0;0,02;"1.0000";"1.0000"
"GO:0004448";"isocitrate dehydrogenase [NAD(P)+] activ...";22;0;0,34;"1.0000";"1.0000"
"GO:0004449";"isocitrate dehydrogenase (NAD+) activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004450";"isocitrate dehydrogenase (NADP+) activit...";1;0;0,02;"1.0000";"1.0000"
"GO:0004451";"isocitrate lyase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004452";"isopentenyl-diphosphate delta-isomerase ...";1;0;0,02;"1.0000";"1.0000"
"GO:0004454";"ketohexokinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004455";"ketol-acid reductoisomerase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004457";"lactate dehydrogenase activity";9;0;0,14;"1.0000";"1.0000"
"GO:0004458";"D-lactate dehydrogenase (cytochrome) act...";4;0;0,06;"1.0000";"1.0000"
"GO:0004460";"L-lactate dehydrogenase (cytochrome) act...";4;0;0,06;"1.0000";"1.0000"
"GO:0004462";"lactoylglutathione lyase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004463";"leukotriene-A4 hydrolase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004467";"long-chain fatty acid-CoA ligase activit...";5;0;0,08;"1.0000";"1.0000"
"GO:0004468";"lysine N-acetyltransferase activity, act...";1;0;0,02;"1.0000";"1.0000"
"GO:0004470";"malic enzyme activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004473";"malate dehydrogenase (decarboxylating) (...";1;0;0,02;"1.0000";"1.0000"
"GO:0004474";"malate synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004475";"mannose-1-phosphate guanylyltransferase ...";3;0;0,05;"1.0000";"1.0000"
"GO:0004476";"mannose-6-phosphate isomerase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004478";"methionine adenosyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004479";"methionyl-tRNA formyltransferase activit...";1;0;0,02;"1.0000";"1.0000"
"GO:0004481";"methylene-fatty-acyl-phospholipid syntha...";1;0;0,02;"1.0000";"1.0000"
"GO:0004482";"mRNA (guanine-N7-)-methyltransferase act...";1;0;0,02;"1.0000";"1.0000"
"GO:0004484";"mRNA guanylyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004485";"methylcrotonoyl-CoA carboxylase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004486";"methylenetetrahydrofolate dehydrogenase ...";1;0;0,02;"1.0000";"1.0000"
